Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BACW_55_2 - polya	(1, 0.42527687802497716)	(2, 0.5964596696772506)	(3, 0.7115174769410982)	(4, 0.8551324359316775)	(5, 0.9988781121802476)	(6, 1.1008077746461171)	(7, 1.1902167898443068)	(8, 1.2832751607101143)	(9, 1.3816714840412943)	(10, 1.543176629457966)	(12, 1.7533840850570286)	(14, 1.9447811683044454)	(16, 2.129956070339807)	(18, 2.3164739034755)	(20, 2.5066418869125986)	(22, 2.691872810629956)	(24, 2.8758398693088063)	(26, 3.0713632871545946)	(28, 3.2650924219089337)	(30, 3.473803383428292)	(32, 3.6668252941120425)	(34, 3.8607542792638574)	(36, 4.051052979958946)	(38, 4.235225252813335)	(40, 4.431189096435668)	(42, 4.627088574721238)	(44, 4.816649457944933)	(46, 5.003531630672047)	(48, 5.175570441571559)	(50, 5.344438862318675)	(52, 5.515487162202469)	(54, 5.689216953801096)	(56, 5.863055014253227)	(58, 6.0239530594564945)	(60, 6.19206220761996)	(62, 6.369335271275618)	(64, 6.542367175750657)	(66, 6.715128904738054)	(68, 6.888543624040066)	(70, 7.065876086571315)	(72, 7.241439694292303)	(74, 7.416559101726261)	(76, 7.597019838819184)	(78, 7.773549522566936)	(80, 7.948360214774574)	(82, 8.117707799695358)	(84, 8.295536113709808)	(86, 8.483703010612341)	(88, 8.650162300375179)	(90, 8.810735539017937)	(92, 8.97692306402556)	(94, 9.151144535280004)	(96, 9.31588781337943)	(98, 9.481741592196435)	(100, 9.647310494800738)	(102, 9.812208726488663)	(104, 9.976830624277095)	(106, 10.13972518687065)	(108, 10.307363911832107)	(110, 10.468847800794972)	(112, 10.634979900095939)	(114, 10.794315695273614)	(116, 10.956504424405704)	(118, 11.122138884297451)	(120, 11.280366959975797)	(122, 11.434202498737069)	(124, 11.593679142753519)	(126, 11.765459101696859)	(128, 11.937647701065254)	(130, 12.100799129030513)	(132, 12.267019631340302)	(134, 12.439977436214686)	(136, 12.610256133275598)	(138, 12.776622252226888)
BACW_55_2 - polyg	(1, 0.036105378071141385)	(2, 0.037309248258716995)	(3, 0.0375098932899796)	(4, 0.03770855173677425)	(5, 0.03786946507867792)	(6, 0.03800455282249829)	(7, 0.03814202446768019)	(8, 0.038295786105499253)	(9, 0.03847696260897598)	(10, 0.038774552962274375)	(12, 0.03925192920992193)	(14, 0.039675071701594546)	(16, 0.04011847735484021)	(18, 0.0405130130301744)	(20, 0.040892847980445776)	(22, 0.041277252074993435)	(24, 0.041700593225112846)	(26, 0.04220677494754563)	(28, 0.0427209030078502)	(30, 0.04325549288817461)	(32, 0.04386140115089831)	(34, 0.04449512159617326)	(36, 0.045141953498936654)	(38, 0.04575978126846804)	(40, 0.04638118489004171)	(42, 0.04705662360914355)	(44, 0.04781092973162285)	(46, 0.04857278487508035)	(48, 0.049280406262562915)	(50, 0.050096892478888946)	(52, 0.0509384096595111)	(54, 0.05172708369328588)	(56, 0.05255032429680294)	(58, 0.0533767434354687)	(60, 0.05427587156566131)	(62, 0.05523062406095642)	(64, 0.056271197005266824)	(66, 0.05725495363379396)	(68, 0.05824606062485249)	(70, 0.05933113306124489)	(72, 0.060486729246249406)	(74, 0.06163239250891418)	(76, 0.06280110015140714)	(78, 0.06399801729334494)	(80, 0.06523049429725897)	(82, 0.06650210701519156)	(84, 0.06773994779716906)	(86, 0.06889713324974792)	(88, 0.07014252305270362)	(90, 0.07144751038969771)	(92, 0.07294440178629544)	(94, 0.07432746189287981)	(96, 0.075666221165829)	(98, 0.07709854856721846)	(100, 0.07872476661267952)	(102, 0.08045786290251608)	(104, 0.08217705310107704)	(106, 0.08509812690274564)	(108, 0.09013292657830937)	(110, 0.09221605905139812)	(112, 0.09414801244647615)	(114, 0.09599593331856003)	(116, 0.0979411968295733)	(118, 0.10013120754703757)	(120, 0.10232419814120378)	(122, 0.10480365421564786)	(124, 0.10757613149911407)	(126, 0.11069785033204528)	(128, 0.11395942471151993)	(130, 0.11722954140420674)	(132, 0.12091942339497067)	(134, 0.12497543290317714)	(136, 0.12978535121696932)	(138, 0.1349329888903124)
BACW_55_2_val_2 - polya	(1, 0.5789983460426961)	(2, 0.6838190956244048)	(3, 0.7850813577480448)	(4, 0.8803325109193929)	(5, 0.9781877359560012)	(6, 1.073273128485033)	(7, 1.168189182803929)	(8, 1.2664439029137453)	(9, 1.364915264630426)	(10, 1.5158834590269388)	(12, 1.7126763221194046)	(14, 1.9053287467217852)	(16, 2.1078936179839216)	(18, 2.3082409934591013)	(20, 2.523762424088085)	(22, 2.724033478116443)	(24, 2.9240694064375345)	(26, 3.1200610930921386)	(28, 3.3093865783758973)	(30, 3.5098844104532745)	(32, 3.710248282491179)	(34, 3.90400080919814)	(36, 4.094859878553974)	(38, 4.270600345057211)	(40, 4.44306594572898)	(42, 4.617539953224016)	(44, 4.794612864986351)	(46, 4.971612834115916)	(48, 5.135607747959298)	(50, 5.306795759411871)	(52, 5.487047340182075)	(54, 5.663007827106227)	(56, 5.83864454414269)	(58, 6.014888056432142)	(60, 6.195200455855282)	(62, 6.373640594786073)	(64, 6.5516764685532305)	(66, 6.735129972522133)	(68, 6.914664847205775)	(70, 7.0925866363102354)	(72, 7.264716939375784)	(74, 7.445210403481358)	(76, 7.635782273642772)	(78, 7.804287705491818)	(80, 7.9669098270612455)	(82, 8.135055713344403)	(84, 8.311142011403554)	(86, 8.47764181898208)	(88, 8.645296982212628)	(90, 8.812633344399678)	(92, 8.97914070462138)	(94, 9.14519828506663)	(96, 9.309344251773513)	(98, 9.47810667224428)	(100, 9.640620274256507)	(102, 9.807499701531466)	(104, 9.96727348285505)	(106, 10.12943469443703)	(108, 10.294446830063835)	(110, 10.451632837331115)	(112, 10.603631172505956)	(114, 10.759526075297833)	(116, 10.923032849887583)	(118, 11.04840632908636)										
BACW_56_1 - illumina_universal_adapter	(1, 2.7602436939110287e-06)	(2, 6.900609234777572e-06)	(3, 1.1731035699121871e-05)	(4, 1.6216431701727292e-05)	(5, 2.967261970954356e-05)	(6, 3.86434117147544e-05)	(7, 4.2093716332143184e-05)	(8, 4.968438649039852e-05)	(9, 5.416978249300394e-05)	(10, 6.693590957734245e-05)	(12, 8.798276774341404e-05)	(14, 0.00010713195836992181)	(16, 0.0001316291211533822)	(18, 0.0001592315580924925)	(20, 0.00019149190626507762)	(22, 0.00022599495243896548)	(24, 0.00026067051384372274)	(26, 0.0003000039864819549)	(28, 0.00034848076635626737)	(30, 0.0006096688258925985)	(32, 0.004145368482561756)	(34, 0.004241977011848643)	(36, 0.0043522142443742145)	(38, 0.004508168013080188)	(40, 0.004713461137814821)	(42, 0.0049787895628920185)	(44, 0.005325200146477852)	(46, 0.005799962061830549)	(48, 0.006428435047887916)	(50, 0.007357084535658108)	(52, 0.008485506660775112)	(54, 0.009717437924413777)	(56, 0.011191925602654874)	(58, 0.013154113838563877)	(60, 0.01591004465170317)	(62, 0.019162991844977315)	(64, 0.022354006070369338)	(66, 0.025753763725113375)	(68, 0.02968314313862659)	(70, 0.03505992533913441)	(72, 0.0408731710737419)	(74, 0.04616559332635456)	(76, 0.05208631604979372)	(78, 0.0590371272167543)	(80, 0.07011898810211448)	(82, 0.0833981754830587)	(84, 0.09224751676573745)	(86, 0.1002434252013051)	(88, 0.10946557189789272)	(90, 0.12357145226516328)	(92, 0.14584334108563876)	(94, 0.16476377651601365)	(96, 0.1785610271352588)	(98, 0.19479471036007304)	(100, 0.21833648379497844)	(102, 0.2478058805625578)	(104, 0.27632523595373915)	(106, 0.30195927410862916)	(108, 0.32982634941189315)	(110, 0.36500548277555833)	(112, 0.4101732480065641)	(114, 0.45026354496262044)	(116, 0.48596712462812874)	(118, 0.5267424795659676)	(120, 0.5790066588187878)	(122, 0.6606413836118991)	(124, 0.7492207090236597)	(126, 0.8104888032060176)	(128, 0.8723596656050332)	(130, 0.9529767230512457)	(132, 1.0832609154647699)	(134, 1.2896129386864792)	(136, 1.4883634232903884)	(138, 1.6816808857285264)
BACW_56_1 - polya	(1, 0.017981262513521657)	(2, 0.0466136153809225)	(3, 0.06383270560446297)	(4, 0.07804796062810478)	(5, 0.10510386931582068)	(6, 0.11452389098221553)	(7, 0.12475680441646719)	(8, 0.1311474586287947)	(9, 0.13638847134260826)	(10, 0.1458048701891549)	(12, 0.16156413652907814)	(14, 0.1756843356605109)	(16, 0.19054842046745263)	(18, 0.20600492257720004)	(20, 0.22389647717066963)	(22, 0.24161448144188452)	(24, 0.2578474746057753)	(26, 0.2803931450976406)	(28, 0.3000374544367436)	(30, 0.3302657457049176)	(32, 0.3488264868789297)	(34, 0.36610751007035236)	(36, 0.38114014225785353)	(38, 0.39607409573329744)	(40, 0.4145580676295726)	(42, 0.4328063837204802)	(44, 0.4509798282011904)	(46, 0.4679982832112297)	(48, 0.48106337919066494)	(50, 0.49372858486494486)	(52, 0.5078116932217407)	(54, 0.5257330929501506)	(56, 0.5446342066746681)	(58, 0.5585422120721315)	(60, 0.5746572048181076)	(62, 0.5955477641850113)	(64, 0.6117745468005908)	(66, 0.626636906455224)	(68, 0.6407301932106411)	(70, 0.6562548388365819)	(72, 0.6719152539492169)	(74, 0.6854573545420062)	(76, 0.7014917826751662)	(78, 0.7162842736612971)	(80, 0.7320383645442944)	(82, 0.747026832832693)	(84, 0.7664713695344492)	(86, 0.791470034094047)	(88, 0.807901074742976)	(90, 0.8224877550586797)	(92, 0.8393022970658313)	(94, 0.8632006594829438)	(96, 0.882062612250054)	(98, 0.9007442866009056)	(100, 0.9186779349107073)	(102, 0.9373582291397119)	(104, 0.9562955710627119)	(106, 0.9740941399467429)	(108, 0.9956290437009441)	(110, 1.01624616642692)	(112, 1.0379608310516872)	(114, 1.0560178277515604)	(116, 1.0757133741142317)	(118, 1.0978249962852296)	(120, 1.1163569274156866)	(122, 1.1320910065319028)	(124, 1.1505861919181846)	(126, 1.17457443477058)	(128, 1.1983675628968622)	(130, 1.2167230109461398)	(132, 1.2361601294929685)	(134, 1.258084400123242)	(136, 1.2786794408996667)	(138, 1.2998565480650446)
BACW_56_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002517342248846858)	(4, 0.0030535195863890755)	(5, 0.003447544373694875)	(6, 0.0038115515108293916)	(7, 0.0041086227383865664)	(8, 0.004348073878833348)	(9, 0.004566133130652319)	(10, 0.004864756995287319)	(12, 0.0050854039755693315)	(14, 0.005252743749512687)	(16, 0.005403522061292578)	(18, 0.005533253514906395)	(20, 0.005650218841435876)	(22, 0.005752175342879714)	(24, 0.005846886204627037)	(26, 0.005962816439771299)	(28, 0.006079781766300779)	(30, 0.006202440095448951)	(32, 0.006337174490757983)	(34, 0.006485710104536571)	(36, 0.0066639183380247016)	(38, 0.006853857607211954)	(40, 0.007046557120093118)	(42, 0.007254265458059923)	(44, 0.007505447634205826)	(46, 0.0077440361984982605)	(48, 0.008007639471266764)	(50, 0.008300915363744811)	(52, 0.008579182431137216)	(54, 0.008889882361933076)	(56, 0.009235430369364563)	(58, 0.00956872979540432)	(60, 0.009871839056041925)	(62, 0.010220319822398193)	(64, 0.010585017020456187)	(66, 0.010974383896528512)	(68, 0.01141153749155167)	(70, 0.012822884595294553)	(72, 0.013364409904993723)	(74, 0.013929914831783744)	(76, 0.014584437617702398)	(78, 0.015250346408858435)	(80, 0.015973185226201385)	(82, 0.016816094644229465)	(84, 0.01770092526335882)	(86, 0.018695993115013743)	(88, 0.01970348206329127)	(90, 0.020784635015150044)	(92, 0.02193651921166529)	(94, 0.02322658810810696)	(96, 0.024545639563334692)	(98, 0.02602323251573144)	(100, 0.027788063327525803)	(102, 0.03249548643226019)	(104, 0.03438556330166577)	(106, 0.036171613486857074)	(108, 0.03801045333269443)	(110, 0.039992653335384286)	(112, 0.04211079533999926)	(114, 0.044282589581414636)	(116, 0.04679113355348715)	(118, 0.04951204377475994)	(120, 0.052583332429928575)	(122, 0.05613214324414381)	(124, 0.06005634720073094)	(126, 0.06438251164524388)	(128, 0.06957608267056835)	(130, 0.07524286297416768)	(132, 0.08175841821364467)	(134, 0.0886880100072083)	(136, 0.09589914665755087)	(138, 0.10369994036700518)
BACW_56_1_val_1 - polya	(1, 0.059167283494462056)	(2, 0.06735456816986743)	(3, 0.07567577638886713)	(4, 0.08149247627714419)	(5, 0.08978952303209337)	(6, 0.09710699500167996)	(7, 0.10403132543478735)	(8, 0.112276597623914)	(9, 0.11999169825901775)	(10, 0.13415204201148428)	(12, 0.15198406539019974)	(14, 0.16828338903868173)	(16, 0.1908743579259196)	(18, 0.21055628654147462)	(20, 0.24082197190247467)	(22, 0.2594109394335158)	(24, 0.2767169332234741)	(26, 0.2917722866371264)	(28, 0.3067201215357539)	(30, 0.3252212448867827)	(32, 0.34348040843353417)	(34, 0.3616634633685265)	(36, 0.3786969503603722)	(38, 0.39176623142907163)	(40, 0.40443322412132976)	(42, 0.41852004799032827)	(44, 0.4364440575143218)	(46, 0.455345570841045)	(48, 0.46925256438475316)	(50, 0.48536377377741324)	(52, 0.5062525675222919)	(54, 0.5224745744858121)	(56, 0.5373295603297312)	(58, 0.551407927686312)	(60, 0.5669233844082406)	(62, 0.5825722469281054)	(64, 0.5961007683956507)	(66, 0.6121115351306151)	(68, 0.6268843719967624)	(70, 0.6426027850167154)	(72, 0.6575566602813555)	(74, 0.676959523987127)	(76, 0.7019124485671895)	(78, 0.7183049664341521)	(80, 0.7328575888136675)	(82, 0.7496216754813497)	(84, 0.7734562694396452)	(86, 0.7922456045404196)	(88, 0.8108501044412074)	(90, 0.8287102586673532)	(92, 0.8473087182021284)	(94, 0.8661430971751682)	(96, 0.8838346388986186)	(98, 0.9052370363364568)	(100, 0.9257221610498056)	(102, 0.9472855773873521)	(104, 0.9651243314596245)	(106, 0.9845213273812694)	(108, 1.0062880451806122)	(110, 1.0244747243352124)	(112, 1.0397794585742433)	(114, 1.0575607428784526)	(116, 1.079677801906528)	(118, 1.09606462457125)										
BACW_56_2 - illumina_universal_adapter	(1, 2.0701827704332714e-06)	(2, 4.8304264643443e-06)	(3, 7.935700619994208e-06)	(4, 1.1731035699121871e-05)	(5, 2.484219324519926e-05)	(6, 3.0362680633021317e-05)	(7, 3.312292432693234e-05)	(8, 3.9678503099971034e-05)	(9, 4.4508929564315334e-05)	(10, 5.48598434164817e-05)	(12, 7.521664065907553e-05)	(14, 9.246816374601947e-05)	(16, 0.00011368753714296049)	(18, 0.000137839669464682)	(20, 0.00016595965209640061)	(22, 0.00020046269827028848)	(24, 0.00023858856429243453)	(26, 0.0002822349177024027)	(28, 0.00032915906049889017)	(30, 0.0005865517849560937)	(32, 0.004068254174363118)	(34, 0.004167795462574784)	(36, 0.004285105819566003)	(38, 0.004453998230587184)	(40, 0.004667917116865289)	(42, 0.004940491181639002)	(44, 0.0053007029836943925)	(46, 0.00578736844997708)	(48, 0.0064227420452692245)	(50, 0.007365192751508972)	(52, 0.008509831308327703)	(54, 0.009764707097672003)	(56, 0.011249890720227005)	(58, 0.013211906440905138)	(60, 0.01597387528712486)	(62, 0.01922354469101249)	(64, 0.02240438051778321)	(66, 0.0258072434466829)	(68, 0.029740590710506117)	(70, 0.03513134664471436)	(72, 0.040955978384559236)	(74, 0.04624201757362972)	(76, 0.05213237761643586)	(78, 0.05907059517154297)	(80, 0.07015331863305749)	(82, 0.0834111141253739)	(84, 0.0922161189937192)	(86, 0.10015682255540863)	(88, 0.10933722056612584)	(90, 0.12335494565042213)	(92, 0.14543033962293733)	(94, 0.1641334058624167)	(96, 0.17776417928387284)	(98, 0.1938015401759577)	(100, 0.21697706377572729)	(102, 0.24591977154346223)	(104, 0.27393693509758266)	(106, 0.2990760270551082)	(108, 0.3262440706428893)	(110, 0.3605642506720555)	(112, 0.4046341289738081)	(114, 0.44374626457083477)	(116, 0.47858606047537977)	(118, 0.5183785961429556)	(120, 0.5691084249324229)	(122, 0.6480294851439579)	(124, 0.7334871474531359)	(126, 0.7923985110665863)	(128, 0.8512393159506113)	(130, 0.9279973801975052)	(132, 1.0510231667874286)	(134, 1.2452839425079607)	(136, 1.431659737086374)	(138, 1.6125221174014313)
BACW_56_2 - polya	(1, 0.4729201427479348)	(2, 0.674740190854704)	(3, 0.7994307494225174)	(4, 0.9480940244719479)	(5, 1.0931161930586482)	(6, 1.1917165832011527)	(7, 1.28284499366424)	(8, 1.3768423324166863)	(9, 1.4776460870878554)	(10, 1.641095125029413)	(12, 1.8529697058217147)	(14, 2.046104992176055)	(16, 2.2345507970096703)	(18, 2.4224488659852765)	(20, 2.614570625358258)	(22, 2.8017983001467046)	(24, 2.9907714840410886)	(26, 3.1925713478658464)	(28, 3.393028525648747)	(30, 3.6074387353043678)	(32, 3.8059095727190373)	(34, 4.005768295166052)	(36, 4.198265620196636)	(38, 4.385733953732147)	(40, 4.57681837902191)	(42, 4.768864749239002)	(44, 4.962299694549363)	(46, 5.151519920254351)	(48, 5.325033496764831)	(50, 5.4963043752740095)	(52, 5.668899998241034)	(54, 5.845645820117086)	(56, 6.019286712867947)	(58, 6.181501921878327)	(60, 6.353111620300933)	(62, 6.534863489146353)	(64, 6.712610071876677)	(66, 6.889847907191167)	(68, 7.06851692886095)	(70, 7.2514322404233535)	(72, 7.432404512940474)	(74, 7.6124966127497)	(76, 7.7983084550384)	(78, 7.978977445779654)	(80, 8.155807110057907)	(82, 8.327889500213093)	(84, 8.509895483993585)	(86, 8.697405393699734)	(88, 8.86390174067937)	(90, 9.027066991066146)	(92, 9.196333587623084)	(94, 9.37434860405264)	(96, 9.542944288876726)	(98, 9.714250360493)	(100, 9.885163442413356)	(102, 10.054616700450094)	(104, 10.224311997355741)	(106, 10.391906921325553)	(108, 10.56528472834934)	(110, 10.73295469644458)	(112, 10.901879540329166)	(114, 11.064767386224705)	(116, 11.2310377382519)	(118, 11.40308855811984)	(120, 11.567745375192715)	(122, 11.727221214852118)	(124, 11.894039130222094)	(126, 12.075955578597764)	(128, 12.258026773135523)	(130, 12.429322321322715)	(132, 12.603718658269555)	(134, 12.783282343926626)	(136, 12.95913988487893)	(138, 13.132467144940073)
BACW_56_2 - polyg	(1, 0.030715646795380188)	(2, 0.03182940512587329)	(3, 0.03202020697121489)	(4, 0.03221445912117388)	(5, 0.032380418773270275)	(6, 0.03251222040965453)	(7, 0.03264126180234487)	(8, 0.03277961901750216)	(9, 0.03295627461391246)	(10, 0.03323281652899618)	(12, 0.03361735297860416)	(14, 0.033975322082658244)	(16, 0.03430379108223366)	(18, 0.03465175430289731)	(20, 0.03499557715802011)	(22, 0.03535509889915202)	(24, 0.03574308565337739)	(26, 0.036224575662733995)	(28, 0.03671624407071189)	(30, 0.037200494323762406)	(32, 0.03773166871960942)	(34, 0.03829717364639944)	(36, 0.03891219044444899)	(38, 0.039486321132782484)	(40, 0.04007321794820032)	(42, 0.04068133413701509)	(44, 0.041330336435545914)	(46, 0.04205679807273713)	(48, 0.04277739419207878)	(50, 0.04356596131238298)	(52, 0.04437454019946804)	(54, 0.04515120376884226)	(56, 0.0459559873208482)	(58, 0.046742139227920226)	(60, 0.04761713647889003)	(62, 0.04851473322510372)	(64, 0.049570698953255554)	(66, 0.050554553314903966)	(68, 0.0515168432726937)	(70, 0.05257919206438771)	(72, 0.053674146234716044)	(74, 0.05479342505259696)	(76, 0.055946516855728295)	(78, 0.05710668178332527)	(80, 0.05829513920878484)	(82, 0.05950843882748961)	(84, 0.06065583762800225)	(86, 0.061768733382341)	(88, 0.06290664384515582)	(90, 0.06416514245434839)	(92, 0.06556924391839475)	(94, 0.06688898543454597)	(96, 0.06817232623698372)	(98, 0.06953605913700664)	(100, 0.07107834530097942)	(102, 0.07267721646067737)	(104, 0.07428661104945838)	(106, 0.07668302012146577)	(108, 0.08063068614945115)	(110, 0.082562684219958)	(112, 0.08436201807792625)	(114, 0.086126331344028)	(116, 0.08799967423603924)	(118, 0.09007606755478381)	(120, 0.09224648167435223)	(122, 0.09465324166021177)	(124, 0.09727581819988901)	(126, 0.10030052774272288)	(128, 0.10358314755570656)	(130, 0.10697324435752192)	(132, 0.11079704444974303)	(134, 0.11519911559583851)	(136, 0.12044702891888687)	(138, 0.12625906704687828)
BACW_56_2_val_2 - polya	(1, 0.6080971078786209)	(2, 0.7144344724751446)	(3, 0.8165508293020419)	(4, 0.9126378653570177)	(5, 1.0126507941564311)	(6, 1.1102354958187672)	(7, 1.2066777053952857)	(8, 1.3062829957797895)	(9, 1.405623200387282)	(10, 1.5592512808242338)	(12, 1.759424868517541)	(14, 1.9579485733799697)	(16, 2.1675849984686635)	(18, 2.3754664383578596)	(20, 2.5973651516159655)	(22, 2.8038181312341175)	(24, 3.010461641254496)	(26, 3.209192444380215)	(28, 3.4023773285969083)	(30, 3.5984571013706272)	(32, 3.795406686850164)	(34, 3.993452512470051)	(36, 4.18708127729773)	(38, 4.364576397087559)	(40, 4.539736311376906)	(42, 4.716016972434423)	(44, 4.89638713386438)	(46, 5.073454077994856)	(48, 5.239009119996576)	(50, 5.413974016754657)	(52, 5.598986630920034)	(54, 5.779973945174594)	(56, 5.960387769821726)	(58, 6.142244896782104)	(60, 6.328485603648792)	(62, 6.51271590412459)	(64, 6.696024789910634)	(66, 6.885078063774689)	(68, 7.0690280912675005)	(70, 7.2491789011202545)	(72, 7.424336399263195)	(74, 7.609268762851547)	(76, 7.7993364730419525)	(78, 7.968026119840455)	(80, 8.13336370866572)	(82, 8.304714913311273)	(84, 8.484659315228281)	(86, 8.655184715548966)	(88, 8.828388241577763)	(90, 9.00125937489398)	(92, 9.17249771098604)	(94, 9.34373259544038)	(96, 9.512689571580413)	(98, 9.687405260095002)	(100, 9.856089729436922)	(102, 10.025644184066547)	(104, 10.188872304498316)	(106, 10.354716766322984)	(108, 10.525623227448122)	(110, 10.68862492044536)	(112, 10.84540797034165)	(114, 11.00759128003512)	(116, 11.179615554036367)	(118, 11.311316588101812)										
BACW_57_1 - illumina_universal_adapter	(1, 5.5078262125509244e-06)	(2, 7.343768283401232e-06)	(3, 1.376956553137731e-05)	(4, 2.0195362779353388e-05)	(5, 2.8457102098179773e-05)	(6, 3.39649283107307e-05)	(7, 3.8095797970143894e-05)	(8, 4.084971107641935e-05)	(9, 4.6816522806682854e-05)	(10, 5.7373189714072124e-05)	(12, 7.550311766371892e-05)	(14, 9.59279732019286e-05)	(16, 0.00011750029253441971)	(18, 0.00014251500324975516)	(20, 0.00017257855465992893)	(22, 0.0002072319612472285)	(24, 0.000250606092671067)	(26, 0.0003091267461794206)	(28, 0.00037292573314146884)	(30, 0.0007052312479653745)	(32, 0.005340755484103546)	(34, 0.00548395896562987)	(36, 0.005652406650630386)	(38, 0.0059101270188259974)	(40, 0.006348228695482652)	(42, 0.00694077899884959)	(44, 0.0077049898858410305)	(46, 0.008796227954202682)	(48, 0.010473361035924438)	(50, 0.013142591314181929)	(52, 0.016097310584456646)	(54, 0.01914015507413217)	(56, 0.022635559284272303)	(58, 0.027315834608387452)	(60, 0.033904112729633784)	(62, 0.04130158231860739)	(64, 0.04813656515562423)	(66, 0.055106489734848565)	(68, 0.0627059129516157)	(70, 0.07272648477431669)	(72, 0.08296714015276085)	(74, 0.09205574188174645)	(76, 0.10160103420085605)	(78, 0.11244433756405682)	(80, 0.1285797439464836)	(82, 0.14694765588706438)	(84, 0.15946786283922804)	(86, 0.17083440969262115)	(88, 0.1835774541136343)	(90, 0.2023316023673702)	(92, 0.2306376982302225)	(94, 0.2541292655050288)	(96, 0.2711475305307757)	(98, 0.28998544364149414)	(100, 0.31612145597660146)	(102, 0.34947363862118586)	(104, 0.38273264720567457)	(106, 0.41193399432082534)	(108, 0.4425297394387868)	(110, 0.4812504461912964)	(112, 0.5328360580197717)	(114, 0.5793631904575369)	(116, 0.6210689095244901)	(118, 0.6678085522569561)	(120, 0.7280526963843205)	(122, 0.8221674472985255)	(124, 0.9248168044218371)	(126, 0.9988984439372002)	(128, 1.0745188324006947)	(130, 1.1702400326268938)	(132, 1.3192125031253472)	(134, 1.5486513311833043)	(136, 1.7708739889317846)	(138, 1.986925815887378)
